Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
CEFHelper.exe,"2020-07-22 18:05:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",61648,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/CEFHelper.exe",,,,exe
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
AvastAuth.dat,"2020-03-19 19:12:10 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",164363,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/AvastAuth.dat",,,,dat
_sc.dll,"2023-11-17 10:27:32 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 15:20:11 WAT",53248,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/1/_sc.dll",,,,dll
_esktop.ini,"2023-09-29 14:00:40 WAT","0000-00-00 00:00:00","2023-09-29 00:00:00 WAT","2023-09-29 14:00:39 WAT",126,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/_esktop.ini",,,,ini
_mp.bat,"2025-10-03 09:12:48 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 09:12:46 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:21:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:21:43 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:23:08 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:23:07 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:23:40 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:23:39 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:24:12 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:24:10 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:24:42 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:24:40 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:25:14 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:25:12 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:25:44 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:25:43 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:26:16 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:25:43 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:26:46 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:26:45 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:27:18 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:26:45 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:27:50 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:27:48 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-01 16:28:20 WAT","0000-00-00 00:00:00","2025-08-01 00:00:00 WAT","2025-08-01 16:28:19 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:24:18 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:24:15 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:25:04 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:25:01 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:25:34 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:25:01 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:26:06 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:26:04 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:26:36 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:26:04 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:27:08 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:27:06 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:27:40 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:27:37 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:28:10 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:28:08 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:28:42 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:28:40 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:29:12 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:29:11 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:29:44 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:29:42 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:30:16 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:30:14 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:30:46 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:30:45 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:31:18 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:31:16 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:31:48 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:31:47 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:32:20 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:32:18 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:32:50 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:32:49 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:33:22 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:33:20 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:33:52 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:33:51 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:34:24 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:34:23 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-10-03 08:34:54 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 08:34:53 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/90482350F6D03ED6/_mp.bat",,,,bat
_mp.bat,"2025-08-08 22:06:30 WAT","0000-00-00 00:00:00","2025-08-08 00:00:00 WAT","2025-08-08 22:06:27 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 10:48:08 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 10:48:07 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 11:37:20 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 11:37:18 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 11:38:22 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 11:38:20 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 11:42:30 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 11:42:29 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 11:43:32 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 11:43:31 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 11:44:34 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 11:44:33 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-03 12:04:48 WAT","0000-00-00 00:00:00","2025-10-03 00:00:00 WAT","2025-10-03 12:04:47 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-05 00:08:30 WAT","0000-00-00 00:00:00","2025-10-05 00:00:00 WAT","2025-10-05 00:08:28 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-05 01:27:38 WAT","0000-00-00 00:00:00","2025-10-05 00:00:00 WAT","2025-10-05 01:27:36 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-05 01:28:08 WAT","0000-00-00 00:00:00","2025-10-05 00:00:00 WAT","2025-10-05 01:27:36 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-05 01:28:40 WAT","0000-00-00 00:00:00","2025-10-05 00:00:00 WAT","2025-10-05 01:28:39 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-05 01:29:12 WAT","0000-00-00 00:00:00","2025-10-05 00:00:00 WAT","2025-10-05 01:29:10 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 14:58:34 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 14:58:31 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 15:16:30 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 15:16:28 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 15:17:32 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 15:17:30 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 15:26:20 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 15:26:18 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:43:22 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:43:20 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:44:24 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:44:22 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:45:56 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:45:55 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:47:00 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:46:58 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:48:32 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:48:31 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:49:34 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:49:33 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:51:08 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:51:07 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:52:42 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:52:40 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:54:16 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:54:14 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:55:48 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:55:47 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:56:50 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:56:49 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:58:24 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:58:23 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 16:59:26 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 16:59:25 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 17:00:28 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 17:00:27 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 17:01:30 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 17:01:29 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
_mp.bat,"2025-10-17 17:03:04 WAT","0000-00-00 00:00:00","2025-10-17 00:00:00 WAT","2025-10-17 17:03:03 WAT",382,Unallocated,Unallocated,unknown,"/img_D:/RECYCLER.BIN/29FECE4FF3AAEFC2/_mp.bat",,,,bat
